TIME	INTERVALO	Temp Tanque 2
984.000	1.000	26.243353
985.000	1.000	26.243353
986.000	1.000	26.242559
987.000	1.000	26.237682
988.000	1.000	26.246094
989.000	1.000	26.246094
990.000	1.000	26.244328
991.000	1.000	26.248932
992.000	1.000	26.248932
993.000	1.000	26.262897
994.000	1.000	26.262897
995.000	1.000	26.264536
996.000	1.000	26.262878
997.000	1.000	26.269012
998.000	1.000	26.269012
999.000	1.000	26.275068
1000.000	1.000	26.276064
1001.000	1.000	26.282543
1002.000	1.000	26.282543
1003.000	1.000	26.283926
1004.000	1.000	26.283926
1005.000	1.000	26.284971
1006.000	1.000	26.284971
1007.000	1.000	26.268223
1008.000	1.000	26.264507
1009.000	1.000	26.266047
1010.000	1.000	26.266047
1011.000	1.000	26.267633
1012.000	1.000	26.272493
1013.000	1.000	26.272457
1014.000	1.000	26.272457
1015.000	1.000	26.272457
1016.000	1.000	26.274481
1017.000	1.000	26.280445
1018.000	1.000	26.267660
1019.000	1.000	26.267660
1020.000	1.000	26.265373
1021.000	1.000	26.271652
1022.000	1.000	26.271652
1023.000	1.000	26.282444
1024.000	1.000	26.284689
1025.000	1.000	26.289549
1026.000	1.000	26.289549
1027.000	1.000	26.289549
1028.000	1.000	26.294283
1029.000	1.000	26.288923
1030.000	1.000	26.296980
1031.000	1.000	26.296980
1032.000	1.000	26.302668
1033.000	1.000	26.303131
1034.000	1.000	26.317104
1035.000	1.000	26.317104
1036.000	1.000	26.319309
1037.000	1.000	26.310787
1038.000	1.000	26.310787
1039.000	1.000	26.310787
1040.000	1.000	26.310310
1041.000	1.000	26.305264
1042.000	1.000	26.311642
1043.000	1.000	26.311642
1044.000	1.000	26.313559
1045.000	1.000	26.320717
1046.000	1.000	26.321014
1047.000	1.000	26.321014
1048.000	1.000	26.325157
1049.000	1.000	26.326445
1050.000	1.000	26.326445
1051.000	1.000	26.321972
1052.000	1.000	26.321972
1053.000	1.000	26.326832
1054.000	1.000	26.336769
1055.000	1.000	26.333138
1056.000	1.000	26.333138
1057.000	1.000	26.333820
1058.000	1.000	26.334799
